x,r,u_x,u_r,Re
-4.800000e-02,2.200000e-04,3.558780e-01,9.256080e-04,2000
-4.800000e-02,2.145000e-04,3.545640e-01,5.661160e-03,2000
-4.800000e-02,1.992000e-04,3.454890e-01,-7.757250e-04,2000
-4.800000e-02,1.389000e-04,3.560700e-01,2.607460e-03,2000
-4.800000e-02,1.100000e-04,3.561740e-01,8.441540e-04,2000
-4.800000e-02,4.410000e-05,3.558280e-01,-0.000000e+00,2000
-4.800000e-02,3.790000e-05,3.561940e-01,2.619930e-03,2000
-4.800000e-02,1.170000e-05,3.458830e-01,-2.910840e-04,2000
-4.800000e-02,0.000000e+00,3.561660e-01,-7.701060e-04,2000
-4.800000e-02,4.000000e-06,3.542760e-01,-5.900510e-03,2000
-4.800000e-02,6.320000e-05,3.560600e-01,2.477240e-03,2000
-4.800000e-02,1.100000e-04,3.560410e-01,-8.293450e-04,2000
-4.800000e-02,1.404000e-04,3.560770e-01,0.000000e+00,2000
-4.800000e-02,1.642000e-04,3.557940e-01,2.767570e-03,2000
-4.800000e-02,1.758000e-04,3.457420e-01,1.672990e-04,2000
-4.800000e-02,2.200000e-04,3.555220e-01,-9.182030e-04,2000
-4.800000e-02,2.224000e-04,3.535930e-01,-5.743440e-03,2000
-4.800000e-02,2.653000e-04,3.554680e-01,2.814490e-03,2000
-4.800000e-02,3.248000e-04,3.553210e-01,0.000000e+00,2000
-4.800000e-02,3.300000e-04,3.547970e-01,-9.552270e-04,2000
-4.800000e-02,3.633000e-04,3.445550e-01,6.781970e-04,2000
-4.800000e-02,3.663000e-04,3.550390e-01,2.830330e-03,2000
-4.800000e-02,4.400000e-04,3.538190e-01,-9.552270e-04,2000
-4.800000e-02,4.408000e-04,3.522840e-01,-5.786650e-03,2000
-4.800000e-02,4.674000e-04,3.544150e-01,2.968570e-03,2000
-4.800000e-02,5.092000e-04,3.537340e-01,0.000000e+00,2000
-4.800000e-02,5.500000e-04,3.524640e-01,-9.182030e-04,2000
-4.800000e-02,5.508000e-04,3.424800e-01,9.422730e-04,2000
-4.800000e-02,5.684000e-04,3.535840e-01,2.992560e-03,2000
-4.800000e-02,6.592000e-04,3.503430e-01,-5.604650e-03,2000
-4.800000e-02,6.600000e-04,3.509240e-01,-8.885830e-04,2000
-4.800000e-02,6.695000e-04,3.525020e-01,2.904710e-03,2000
-4.800000e-02,6.937000e-04,3.513320e-01,0.000000e+00,2000
-4.800000e-02,7.383000e-04,3.399510e-01,7.764750e-04,2000
-4.800000e-02,7.700000e-04,3.492800e-01,-8.071300e-04,2000
-4.800000e-02,7.705000e-04,3.510610e-01,2.810540e-03,2000
-4.800000e-02,8.716000e-04,3.495540e-01,2.937450e-03,2000
-4.800000e-02,8.777000e-04,3.472090e-01,-6.154810e-03,2000
-4.800000e-02,8.781000e-04,3.485680e-01,0.000000e+00,2000
-4.800000e-02,8.800000e-04,3.474810e-01,-7.775110e-04,2000
-4.800000e-02,9.258000e-04,3.370110e-01,5.874200e-04,2000
-4.800000e-02,9.726000e-04,3.478480e-01,3.101620e-03,2000
-4.800000e-02,9.900000e-04,3.455030e-01,-7.627010e-04,2000
-4.800000e-02,1.062600e-03,3.457800e-01,0.000000e+00,2000
-4.800000e-02,1.073700e-03,3.461490e-01,3.265740e-03,2000
-4.800000e-02,1.096100e-03,3.428260e-01,-6.095800e-03,2000
-4.800000e-02,1.100000e-03,3.432230e-01,-8.367490e-04,2000
-4.800000e-02,1.113300e-03,3.335130e-01,4.936430e-04,2000
-4.800000e-02,1.174700e-03,3.436150e-01,3.144010e-03,2000
-4.800000e-02,1.210000e-03,3.406460e-01,-8.811790e-04,2000
-4.800000e-02,1.247000e-03,3.424310e-01,0.000000e+00,2000
-4.800000e-02,1.275800e-03,3.422890e-01,3.606630e-03,2000
-4.800000e-02,1.300800e-03,3.297090e-01,5.551610e-04,2000
-4.800000e-02,1.314500e-03,3.374950e-01,-5.515730e-03,2000
-4.800000e-02,1.320000e-03,3.379130e-01,-8.959880e-04,2000
-4.800000e-02,1.376800e-03,3.399130e-01,3.420370e-03,2000
-4.800000e-02,1.420000e-03,3.349520e-01,-8.811790e-04,2000
-4.800000e-02,1.431400e-03,3.390020e-01,0.000000e+00,2000
-4.800000e-02,1.477900e-03,3.371890e-01,3.380800e-03,2000
-4.800000e-02,1.488300e-03,3.255540e-01,7.524680e-04,2000
-4.800000e-02,1.530000e-03,3.318710e-01,-8.885830e-04,2000
-4.800000e-02,1.533000e-03,3.307900e-01,-5.292170e-03,2000
-4.800000e-02,1.578900e-03,3.333570e-01,3.012330e-03,2000
-4.800000e-02,1.615900e-03,3.342110e-01,0.000000e+00,2000
-4.800000e-02,1.640000e-03,3.284200e-01,-8.293450e-04,2000
-4.800000e-02,1.675800e-03,3.205240e-01,7.577200e-04,2000
-4.800000e-02,1.680000e-03,3.291570e-01,2.799010e-03,2000
-4.800000e-02,1.750000e-03,3.245850e-01,-7.997250e-04,2000
-4.800000e-02,1.751400e-03,3.227480e-01,-5.457550e-03,2000
-4.800000e-02,1.781100e-03,3.247930e-01,2.213070e-03,2000
-4.800000e-02,1.800300e-03,3.274880e-01,0.000000e+00,2000
-4.800000e-02,1.860000e-03,3.206600e-01,-7.404860e-04,2000
-4.800000e-02,1.863300e-03,3.138330e-01,4.238730e-04,2000
-4.800000e-02,1.882100e-03,3.209640e-01,1.773300e-03,2000
-4.800000e-02,1.969800e-03,3.148500e-01,-5.394390e-03,2000
-4.800000e-02,1.970000e-03,3.164100e-01,-7.330810e-04,2000
-4.800000e-02,1.983200e-03,3.168400e-01,1.810120e-03,2000
-4.800000e-02,1.984800e-03,3.198840e-01,0.000000e+00,2000
-4.800000e-02,2.050800e-03,3.059870e-01,4.583830e-04,2000
-4.800000e-02,2.080000e-03,3.118930e-01,-7.627010e-04,2000
-4.800000e-02,2.084200e-03,3.128690e-01,1.762840e-03,2000
-4.800000e-02,2.169200e-03,3.115250e-01,0.000000e+00,2000
-4.800000e-02,2.185300e-03,3.090780e-01,1.665750e-03,2000
-4.800000e-02,2.188300e-03,3.067860e-01,-5.134270e-03,2000
-4.800000e-02,2.190000e-03,3.072570e-01,-8.663690e-04,2000
-4.800000e-02,2.238300e-03,2.974360e-01,4.418780e-04,2000
-4.800000e-02,2.286300e-03,3.046660e-01,2.012380e-03,2000
-4.800000e-02,2.300000e-03,3.024000e-01,-8.959880e-04,2000
-4.800000e-02,2.353600e-03,3.027540e-01,0.000000e+00,2000
-4.800000e-02,2.387400e-03,3.002990e-01,2.648860e-03,2000
-4.800000e-02,2.406700e-03,2.967950e-01,-4.940640e-03,2000
-4.800000e-02,2.410000e-03,2.973130e-01,-8.885830e-04,2000
-4.800000e-02,2.425800e-03,2.891690e-01,3.758590e-04,2000
-4.800000e-02,2.488400e-03,2.956800e-01,2.985530e-03,2000
-4.800000e-02,2.520000e-03,2.919510e-01,-7.775110e-04,2000
-4.800000e-02,2.538100e-03,2.955770e-01,0.000000e+00,2000
-4.800000e-02,2.589500e-03,2.911340e-01,3.045240e-03,2000
-4.800000e-02,2.613300e-03,2.815920e-01,5.499090e-04,2000
-4.800000e-02,2.625100e-03,2.854110e-01,-4.481890e-03,2000
-4.800000e-02,2.630000e-03,2.863680e-01,-6.738420e-04,2000
-4.800000e-02,2.690500e-03,2.862540e-01,2.902060e-03,2000
-4.800000e-02,2.722500e-03,2.875510e-01,0.000000e+00,2000
-4.800000e-02,2.740000e-03,2.805410e-01,-5.775790e-04,2000
-4.800000e-02,2.791600e-03,2.794710e-01,2.664020e-03,2000
-4.800000e-02,2.800800e-03,2.723390e-01,8.072340e-04,2000
-4.800000e-02,2.843500e-03,2.738690e-01,-4.483550e-03,2000
-4.800000e-02,2.850000e-03,2.744760e-01,-5.183400e-04,2000
-4.800000e-02,2.892600e-03,2.730630e-01,2.098390e-03,2000
-4.800000e-02,2.906900e-03,2.769770e-01,0.000000e+00,2000
-4.800000e-02,2.960000e-03,2.681600e-01,-4.368870e-04,2000
-4.800000e-02,2.988300e-03,2.607080e-01,5.003950e-04,2000
-4.800000e-02,2.993700e-03,2.666180e-01,1.457690e-03,2000
-4.800000e-02,3.062000e-03,2.625750e-01,-4.117890e-03,2000
-4.800000e-02,3.070000e-03,2.616880e-01,-3.850530e-04,2000
-4.800000e-02,3.091400e-03,2.647700e-01,0.000000e+00,2000
-4.800000e-02,3.094700e-03,2.609920e-01,1.253070e-03,2000
-4.800000e-02,3.175800e-03,2.488970e-01,1.590460e-04,2000
-4.800000e-02,3.180000e-03,2.549200e-01,-3.110040e-04,2000
-4.800000e-02,3.195800e-03,2.549140e-01,1.536160e-03,2000
-4.800000e-02,3.275800e-03,2.532860e-01,0.000000e+00,2000
-4.800000e-02,3.280400e-03,2.484290e-01,-3.611770e-03,2000
-4.800000e-02,3.290000e-03,2.478260e-01,-3.035990e-04,2000
-4.800000e-02,3.296800e-03,2.487440e-01,1.967380e-03,2000
-4.800000e-02,3.363300e-03,2.385160e-01,2.460710e-04,2000
-4.800000e-02,3.397900e-03,2.426240e-01,2.743330e-03,2000
-4.800000e-02,3.400000e-03,2.405540e-01,-2.739800e-04,2000
-4.800000e-02,3.460300e-03,2.430230e-01,0.000000e+00,2000
-4.800000e-02,3.498800e-03,2.333550e-01,-3.743080e-03,2000
-4.800000e-02,3.498900e-03,2.360320e-01,2.808150e-03,2000
-4.800000e-02,3.510000e-03,2.331490e-01,-2.591700e-04,2000
-4.800000e-02,3.550800e-03,2.265510e-01,3.345970e-04,2000
-4.800000e-02,3.600000e-03,2.276360e-01,1.878250e-03,2000
-4.800000e-02,3.620000e-03,2.253820e-01,-2.665750e-04,2000
-4.800000e-02,3.644700e-03,2.297010e-01,0.000000e+00,2000
-4.800000e-02,3.701100e-03,2.196540e-01,7.348560e-04,2000
-4.800000e-02,3.717300e-03,2.189450e-01,-3.773830e-03,2000
-4.800000e-02,3.730000e-03,2.173770e-01,-2.961940e-04,2000
-4.800000e-02,3.738300e-03,2.123870e-01,3.578540e-04,2000
-4.800000e-02,3.802100e-03,2.124820e-01,4.095740e-04,2000
-4.800000e-02,3.829100e-03,2.150590e-01,0.000000e+00,2000
-4.800000e-02,3.840000e-03,2.092760e-01,-3.406240e-04,2000
-4.800000e-02,3.903200e-03,2.049560e-01,1.039580e-03,2000
-4.800000e-02,3.925800e-03,1.990110e-01,4.021170e-04,2000
-4.800000e-02,3.935700e-03,2.024360e-01,-3.480470e-03,2000
-4.800000e-02,3.950000e-03,2.009980e-01,-3.554330e-04,2000
-4.800000e-02,4.004200e-03,1.973710e-01,1.783100e-03,2000
-4.800000e-02,4.013600e-03,2.022950e-01,0.000000e+00,2000
-4.800000e-02,4.060000e-03,1.922380e-01,-3.702430e-04,2000
-4.800000e-02,4.105300e-03,1.897470e-01,2.577840e-03,2000
-4.800000e-02,4.113300e-03,1.853100e-01,3.278450e-04,2000
-4.800000e-02,4.154100e-03,1.858240e-01,-3.081560e-03,2000
-4.800000e-02,4.160000e-03,1.833370e-01,-3.110040e-04,2000
-4.800000e-02,4.198000e-03,1.881930e-01,0.000000e+00,2000
-4.800000e-02,4.206300e-03,1.801530e-01,2.328070e-03,2000
-4.800000e-02,4.270000e-03,1.742360e-01,-2.961940e-04,2000
-4.800000e-02,4.300800e-03,1.689720e-01,4.531310e-04,2000
-4.800000e-02,4.307400e-03,1.714470e-01,7.132250e-04,2000
-4.800000e-02,4.372600e-03,1.680220e-01,-2.817280e-03,2000
-4.800000e-02,4.380000e-03,1.647800e-01,-2.591700e-04,2000
-4.800000e-02,4.382400e-03,1.718140e-01,0.000000e+00,2000
-4.800000e-02,4.408400e-03,1.624840e-01,1.015860e-04,2000
-4.800000e-02,4.488300e-03,1.537320e-01,5.251520e-04,2000
-4.800000e-02,4.490000e-03,1.549320e-01,-2.665750e-04,2000
-4.800000e-02,4.509500e-03,1.541890e-01,8.557850e-04,2000
-4.800000e-02,4.566900e-03,1.566500e-01,0.000000e+00,2000
-4.800000e-02,4.591000e-03,1.490680e-01,-2.099250e-03,2000
-4.800000e-02,4.600000e-03,1.448980e-01,-2.443600e-04,2000
-4.800000e-02,4.610500e-03,1.450010e-01,1.663110e-03,2000
-4.800000e-02,4.675800e-03,1.378130e-01,4.613840e-04,2000
-4.800000e-02,4.710000e-03,1.347390e-01,-2.517650e-04,2000
-4.800000e-02,4.711600e-03,1.365750e-01,2.419570e-03,2000
-4.800000e-02,4.751300e-03,1.400640e-01,0.000000e+00,2000
-4.800000e-02,4.809400e-03,1.290040e-01,-1.581500e-03,2000
-4.800000e-02,4.812600e-03,1.263490e-01,1.104460e-03,2000
-4.800000e-02,4.820000e-03,1.242830e-01,-2.665750e-04,2000
