x,r,u_x,u_r,Re
-4.800000e-02,5.470000e-03,1.387450e-02,-1.488680e-05,500
-4.800000e-02,5.393700e-03,1.520260e-02,3.542940e-04,500
-4.800000e-02,5.360000e-03,1.664340e-02,-1.488680e-05,500
-4.800000e-02,5.311700e-03,1.980720e-02,-5.476590e-05,500
-4.800000e-02,5.308300e-03,1.966680e-02,-0.000000e+00,500
-4.800000e-02,5.292600e-03,1.762190e-02,7.108750e-04,500
-4.800000e-02,5.258400e-03,2.085540e-02,1.437730e-04,500
-4.800000e-02,5.250000e-03,1.934530e-02,-1.488680e-05,500
-4.800000e-02,5.191600e-03,1.993120e-02,1.014510e-03,500
-4.800000e-02,5.140000e-03,2.202500e-02,-7.443380e-06,500
-4.800000e-02,5.124200e-03,2.487420e-02,-2.250650e-06,500
-4.800000e-02,5.123900e-03,2.450500e-02,-0.000000e+00,500
-4.800000e-02,5.090500e-03,2.247640e-02,1.057200e-03,500
-4.800000e-02,5.039900e-03,2.658470e-02,3.664960e-04,500
-4.800000e-02,5.030000e-03,2.463010e-02,1.488680e-05,500
-4.800000e-02,4.989500e-03,2.491440e-02,7.038350e-04,500
-4.800000e-02,4.939500e-03,2.907190e-02,-0.000000e+00,500
-4.800000e-02,4.936700e-03,2.953830e-02,-1.800520e-05,500
-4.800000e-02,4.920000e-03,2.720550e-02,2.233010e-05,500
-4.800000e-02,4.888400e-03,2.785430e-02,7.089640e-05,500
-4.800000e-02,4.821500e-03,3.229570e-02,5.401870e-04,500
-4.800000e-02,4.820000e-03,2.979580e-02,2.977350e-05,500
-4.800000e-02,4.787400e-03,2.994460e-02,2.174620e-04,500
-4.800000e-02,4.755000e-03,3.349770e-02,-0.000000e+00,500
-4.800000e-02,4.749200e-03,3.415290e-02,-2.100610e-05,500
-4.800000e-02,4.710000e-03,3.215540e-02,4.466030e-05,500
-4.800000e-02,4.686300e-03,3.204410e-02,5.687150e-04,500
-4.800000e-02,4.603100e-03,3.771090e-02,6.340970e-04,500
-4.800000e-02,4.600000e-03,3.455960e-02,5.210370e-05,500
-4.800000e-02,4.585300e-03,3.420080e-02,7.685630e-04,500
-4.800000e-02,4.570600e-03,3.782350e-02,-0.000000e+00,500
-4.800000e-02,4.561700e-03,3.838710e-02,-1.222850e-04,500
-4.800000e-02,4.490000e-03,3.688190e-02,6.699040e-05,500
-4.800000e-02,4.484200e-03,3.608220e-02,1.013150e-03,500
-4.800000e-02,4.386200e-03,4.154710e-02,-0.000000e+00,500
-4.800000e-02,4.384600e-03,4.275460e-02,7.454580e-04,500
-4.800000e-02,4.383200e-03,3.814900e-02,1.209840e-03,500
-4.800000e-02,4.380000e-03,3.913730e-02,6.699040e-05,500
-4.800000e-02,4.374200e-03,4.238950e-02,-1.627970e-04,500
-4.800000e-02,4.282100e-03,4.058970e-02,9.042070e-04,500
-4.800000e-02,4.270000e-03,4.132560e-02,8.932050e-05,500
-4.800000e-02,4.201700e-03,4.550570e-02,-0.000000e+00,500
-4.800000e-02,4.186700e-03,4.638450e-02,-1.155340e-04,500
-4.800000e-02,4.181100e-03,4.285170e-02,4.712060e-04,500
-4.800000e-02,4.166200e-03,4.762120e-02,8.044630e-04,500
-4.800000e-02,4.160000e-03,4.351400e-02,1.042070e-04,500
-4.800000e-02,4.080000e-03,4.494740e-02,3.249340e-04,500
-4.800000e-02,4.050000e-03,4.559070e-02,1.190940e-04,500
-4.800000e-02,4.017300e-03,4.937450e-02,-0.000000e+00,500
-4.800000e-02,3.999200e-03,4.992550e-02,-1.102820e-04,500
-4.800000e-02,3.978900e-03,4.681290e-02,4.617580e-04,500
-4.800000e-02,3.947800e-03,5.217380e-02,8.875690e-04,500
-4.800000e-02,3.940000e-03,4.770460e-02,1.265370e-04,500
-4.800000e-02,3.877900e-03,4.849190e-02,5.629940e-04,500
-4.800000e-02,3.832800e-03,5.256500e-02,-0.000000e+00,500
-4.800000e-02,3.830000e-03,4.957290e-02,1.116510e-04,500
-4.800000e-02,3.811700e-03,5.365710e-02,-1.245360e-04,500
-4.800000e-02,3.776800e-03,5.008780e-02,7.030490e-04,500
-4.800000e-02,3.729400e-03,5.654010e-02,8.692860e-04,500
-4.800000e-02,3.720000e-03,5.148590e-02,1.265370e-04,500
-4.800000e-02,3.675800e-03,5.168010e-02,9.138000e-04,500
-4.800000e-02,3.648400e-03,5.601800e-02,-0.000000e+00,500
-4.800000e-02,3.624200e-03,5.728440e-02,-5.251520e-05,500
-4.800000e-02,3.610000e-03,5.333180e-02,1.414240e-04,500
-4.800000e-02,3.574700e-03,5.321510e-02,1.215790e-03,500
-4.800000e-02,3.510900e-03,6.065640e-02,8.667930e-04,500
-4.800000e-02,3.500000e-03,5.514060e-02,1.563110e-04,500
-4.800000e-02,3.473700e-03,5.476920e-02,1.355560e-03,500
-4.800000e-02,3.464000e-03,5.950930e-02,-0.000000e+00,500
-4.800000e-02,3.436700e-03,6.013670e-02,7.502180e-06,500
-4.800000e-02,3.390000e-03,5.688970e-02,1.414240e-04,500
-4.800000e-02,3.372600e-03,5.638850e-02,1.216290e-03,500
-4.800000e-02,3.292500e-03,6.438700e-02,8.534960e-04,500
-4.800000e-02,3.280000e-03,5.857940e-02,1.488680e-04,500
-4.800000e-02,3.279500e-03,6.232170e-02,-0.000000e+00,500
-4.800000e-02,3.271600e-03,5.862650e-02,7.189300e-04,500
-4.800000e-02,3.249200e-03,6.310000e-02,-2.018090e-04,500
-4.800000e-02,3.170500e-03,6.029960e-02,4.632680e-04,500
-4.800000e-02,3.170000e-03,6.019460e-02,1.637540e-04,500
-4.800000e-02,3.095100e-03,6.492100e-02,-0.000000e+00,500
-4.800000e-02,3.074100e-03,6.807020e-02,9.648570e-04,500
-4.800000e-02,3.069500e-03,6.207920e-02,3.049310e-04,500
-4.800000e-02,3.061700e-03,6.621270e-02,-1.980570e-04,500
-4.800000e-02,3.060000e-03,6.178000e-02,1.935280e-04,500
-4.800000e-02,2.968400e-03,6.342460e-02,3.842690e-04,500
-4.800000e-02,2.950000e-03,6.332830e-02,2.084150e-04,500
-4.800000e-02,2.910600e-03,6.783610e-02,-0.000000e+00,500
-4.800000e-02,2.874200e-03,6.879420e-02,-2.108110e-04,500
-4.800000e-02,2.867400e-03,6.460900e-02,5.597630e-04,500
-4.800000e-02,2.855600e-03,7.150670e-02,9.839720e-04,500
-4.800000e-02,2.850000e-03,6.491370e-02,2.084150e-04,500
-4.800000e-02,2.766300e-03,6.570880e-02,7.459690e-04,500
-4.800000e-02,2.740000e-03,6.618650e-02,2.084150e-04,500
-4.800000e-02,2.726200e-03,7.065330e-02,-0.000000e+00,500
-4.800000e-02,2.686700e-03,7.089780e-02,-2.393190e-04,500
-4.800000e-02,2.665300e-03,6.685450e-02,7.910880e-04,500
-4.800000e-02,2.637200e-03,7.451760e-02,1.111950e-03,500
-4.800000e-02,2.630000e-03,6.753380e-02,2.009710e-04,500
-4.800000e-02,2.564200e-03,6.804180e-02,9.141040e-04,500
-4.800000e-02,2.541800e-03,7.290800e-02,-0.000000e+00,500
-4.800000e-02,2.520000e-03,6.882890e-02,2.084150e-04,500
-4.800000e-02,2.499200e-03,7.318900e-02,-2.003080e-04,500
-4.800000e-02,2.463200e-03,6.901950e-02,1.014400e-03,500
-4.800000e-02,2.418800e-03,7.734150e-02,1.242430e-03,500
-4.800000e-02,2.410000e-03,7.022080e-02,2.009710e-04,500
-4.800000e-02,2.362100e-03,6.995550e-02,9.844270e-04,500
-4.800000e-02,2.357300e-03,7.462900e-02,-0.000000e+00,500
-4.800000e-02,2.311700e-03,7.552590e-02,-1.095320e-04,500
-4.800000e-02,2.300000e-03,7.122570e-02,1.935280e-04,500
-4.800000e-02,2.261100e-03,7.089570e-02,1.028690e-03,500
-4.800000e-02,2.200300e-03,8.012560e-02,1.349640e-03,500
-4.800000e-02,2.190000e-03,7.235710e-02,2.084150e-04,500
-4.800000e-02,2.172900e-03,7.653560e-02,-0.000000e+00,500
-4.800000e-02,2.160000e-03,7.192950e-02,1.072860e-03,500
-4.800000e-02,2.124200e-03,7.771280e-02,-1.860540e-04,500
-4.800000e-02,2.080000e-03,7.340660e-02,2.307450e-04,500
-4.800000e-02,2.058900e-03,7.296680e-02,9.610850e-04,500
-4.800000e-02,1.988500e-03,7.867390e-02,-0.000000e+00,500
-4.800000e-02,1.981900e-03,8.262450e-02,1.207530e-03,500
-4.800000e-02,1.970000e-03,7.440400e-02,2.307450e-04,500
-4.800000e-02,1.957900e-03,7.397110e-02,8.584450e-04,500
-4.800000e-02,1.936700e-03,7.935280e-02,-1.567950e-04,500
-4.800000e-02,1.860000e-03,7.535680e-02,2.158580e-04,500
-4.800000e-02,1.856800e-03,7.531370e-02,8.258430e-04,500
-4.800000e-02,1.804000e-03,8.069220e-02,-0.000000e+00,500
-4.800000e-02,1.763500e-03,8.468140e-02,1.210020e-03,500
-4.800000e-02,1.755800e-03,7.639340e-02,7.187930e-04,500
-4.800000e-02,1.750000e-03,7.638400e-02,2.009710e-04,500
-4.800000e-02,1.749200e-03,8.077590e-02,-1.597960e-04,500
-4.800000e-02,1.654700e-03,7.750870e-02,6.458470e-04,500
-4.800000e-02,1.640000e-03,7.703900e-02,2.009710e-04,500
-4.800000e-02,1.619600e-03,8.243920e-02,-0.000000e+00,500
-4.800000e-02,1.561700e-03,8.209630e-02,-1.545450e-04,500
-4.800000e-02,1.553700e-03,7.827620e-02,7.710220e-04,500
-4.800000e-02,1.545100e-03,8.638510e-02,1.282320e-03,500
-4.800000e-02,1.530000e-03,7.782800e-02,2.158580e-04,500
-4.800000e-02,1.452600e-03,7.907090e-02,8.645810e-04,500
-4.800000e-02,1.435100e-03,8.370740e-02,-0.000000e+00,500
-4.800000e-02,1.420000e-03,7.857230e-02,2.307450e-04,500
-4.800000e-02,1.374200e-03,8.325840e-02,-1.530440e-04,500
-4.800000e-02,1.351600e-03,7.969080e-02,8.053720e-04,500
-4.800000e-02,1.326600e-03,8.781370e-02,1.277330e-03,500
-4.800000e-02,1.310000e-03,7.923480e-02,2.456320e-04,500
-4.800000e-02,1.250700e-03,8.468360e-02,-0.000000e+00,500
-4.800000e-02,1.250500e-03,8.019990e-02,7.588450e-04,500
-4.800000e-02,1.200000e-03,7.988980e-02,2.456320e-04,500
-4.800000e-02,1.186700e-03,8.436950e-02,-2.618260e-04,500
-4.800000e-02,1.149500e-03,8.066130e-02,8.294960e-04,500
-4.800000e-02,1.108200e-03,8.914830e-02,1.416120e-03,500
-4.800000e-02,1.090000e-03,8.041830e-02,2.381880e-04,500
-4.800000e-02,1.066300e-03,8.536940e-02,-0.000000e+00,500
-4.800000e-02,1.048400e-03,8.112700e-02,8.956740e-04,500
-4.800000e-02,9.992000e-04,8.560360e-02,-3.285950e-04,500
-4.800000e-02,9.800000e-04,8.108820e-02,2.233010e-04,500
-4.800000e-02,9.474000e-04,8.161790e-02,9.145310e-04,500
-4.800000e-02,8.898000e-04,9.045230e-02,1.453520e-03,500
-4.800000e-02,8.818000e-04,8.614500e-02,-0.000000e+00,500
-4.800000e-02,8.800000e-04,8.139330e-02,2.307450e-04,500
-4.800000e-02,8.463000e-04,8.198020e-02,9.323380e-04,500
-4.800000e-02,8.117000e-04,8.652630e-02,-3.218430e-04,500
-4.800000e-02,7.700000e-04,8.180270e-02,2.530750e-04,500
-4.800000e-02,7.453000e-04,8.227760e-02,9.149420e-04,500
-4.800000e-02,6.974000e-04,8.683080e-02,-0.000000e+00,500
-4.800000e-02,6.713000e-04,9.155430e-02,1.386200e-03,500
-4.800000e-02,6.600000e-04,8.216750e-02,2.456320e-04,500
-4.800000e-02,6.442000e-04,8.255750e-02,9.061450e-04,500
-4.800000e-02,6.242000e-04,8.720450e-02,-2.760800e-04,500
-4.800000e-02,5.500000e-04,8.246520e-02,2.456320e-04,500
-4.800000e-02,5.432000e-04,8.277330e-02,8.886260e-04,500
-4.800000e-02,5.130000e-04,8.737200e-02,-0.000000e+00,500
-4.800000e-02,4.529000e-04,9.234710e-02,1.285650e-03,500
-4.800000e-02,4.421000e-04,8.291930e-02,9.654310e-04,500
-4.800000e-02,4.400000e-04,8.269590e-02,2.679620e-04,500
-4.800000e-02,4.367000e-04,8.770120e-02,-1.590460e-04,500
-4.800000e-02,3.411000e-04,8.305120e-02,9.686930e-04,500
-4.800000e-02,3.300000e-04,8.287460e-02,2.679620e-04,500
-4.800000e-02,3.285000e-04,8.779950e-02,-0.000000e+00,500
-4.800000e-02,2.492000e-04,8.797650e-02,-1.147830e-04,500
-4.800000e-02,2.400000e-04,8.319140e-02,9.265680e-04,500
-4.800000e-02,2.345000e-04,9.273270e-02,1.363760e-03,500
-4.800000e-02,2.200000e-04,8.300860e-02,2.679620e-04,500
-4.800000e-02,1.441000e-04,8.806400e-02,-0.000000e+00,500
-4.800000e-02,1.389000e-04,8.328250e-02,8.723500e-04,500
-4.800000e-02,1.100000e-04,8.323930e-02,2.679620e-04,500
-4.800000e-02,6.170000e-05,8.804100e-02,-2.115610e-04,500
-4.800000e-02,3.790000e-05,8.327250e-02,8.094340e-04,500
-4.800000e-02,1.600000e-05,9.282580e-02,1.434400e-03,500
-4.800000e-02,0.000000e+00,8.309790e-02,-2.530750e-04,500
-4.800000e-02,4.040000e-05,8.813860e-02,0.000000e+00,500
-4.800000e-02,6.320000e-05,8.321510e-02,7.669600e-04,500
-4.800000e-02,1.100000e-04,8.308300e-02,-2.530750e-04,500
-4.800000e-02,1.258000e-04,8.795550e-02,2.483220e-04,500
-4.800000e-02,1.642000e-04,8.318430e-02,8.388260e-04,500
-4.800000e-02,2.024000e-04,9.272190e-02,-1.383710e-03,500
-4.800000e-02,2.200000e-04,8.300110e-02,-2.530750e-04,500
-4.800000e-02,2.248000e-04,8.808110e-02,0.000000e+00,500
-4.800000e-02,2.653000e-04,8.305120e-02,8.453720e-04,500
-4.800000e-02,3.133000e-04,8.774090e-02,1.455420e-04,500
-4.800000e-02,3.300000e-04,8.286710e-02,-2.530750e-04,500
-4.800000e-02,3.663000e-04,8.292630e-02,8.910920e-04,500
-4.800000e-02,4.092000e-04,8.769740e-02,0.000000e+00,500
-4.800000e-02,4.208000e-04,9.234210e-02,-1.392020e-03,500
-4.800000e-02,4.400000e-04,8.266620e-02,-2.605180e-04,500
-4.800000e-02,4.674000e-04,8.278460e-02,8.703000e-04,500
-4.800000e-02,5.008000e-04,8.730060e-02,7.727240e-05,500
-4.800000e-02,5.500000e-04,8.241310e-02,-2.530750e-04,500
-4.800000e-02,5.684000e-04,8.261580e-02,8.957970e-04,500
-4.800000e-02,5.937000e-04,8.718430e-02,0.000000e+00,500
-4.800000e-02,6.392000e-04,9.171050e-02,-1.333020e-03,500
-4.800000e-02,6.600000e-04,8.210050e-02,-2.530750e-04,500
-4.800000e-02,6.695000e-04,8.232210e-02,8.854450e-04,500
-4.800000e-02,6.883000e-04,8.670040e-02,2.550740e-05,500
-4.800000e-02,7.700000e-04,8.172830e-02,-2.754050e-04,500
-4.800000e-02,7.705000e-04,8.203910e-02,8.908420e-04,500
-4.800000e-02,7.781000e-04,8.662110e-02,0.000000e+00,500
-4.800000e-02,8.577000e-04,9.074480e-02,-1.438560e-03,500
-4.800000e-02,8.716000e-04,8.167570e-02,9.320060e-04,500
-4.800000e-02,8.758000e-04,8.579190e-02,8.402440e-05,500
-4.800000e-02,8.800000e-04,8.127430e-02,-2.828480e-04,500
-4.800000e-02,9.626000e-04,8.601070e-02,0.000000e+00,500
-4.800000e-02,9.726000e-04,8.133300e-02,1.006650e-03,500
-4.800000e-02,9.800000e-04,8.077550e-02,-2.754050e-04,500
-4.800000e-02,1.063300e-03,8.472060e-02,-2.325670e-05,500
-4.800000e-02,1.073700e-03,8.096680e-02,1.058140e-03,500
-4.800000e-02,1.076100e-03,8.945080e-02,-1.439390e-03,500
-4.800000e-02,1.090000e-03,8.041080e-02,-2.828480e-04,500
-4.800000e-02,1.147000e-03,8.531190e-02,0.000000e+00,500
-4.800000e-02,1.174700e-03,8.055390e-02,1.114190e-03,500
-4.800000e-02,1.200000e-03,7.983770e-02,-2.828480e-04,500
-4.800000e-02,1.250800e-03,8.363430e-02,1.665480e-04,500
-4.800000e-02,1.275800e-03,8.005180e-02,1.033130e-03,500
-4.800000e-02,1.294500e-03,8.807210e-02,-1.279830e-03,500
-4.800000e-02,1.310000e-03,7.920500e-02,-2.754050e-04,500
-4.800000e-02,1.331400e-03,8.453150e-02,0.000000e+00,500
-4.800000e-02,1.376800e-03,7.942980e-02,9.210960e-04,500
-4.800000e-02,1.420000e-03,7.829690e-02,-2.679620e-04,500
-4.800000e-02,1.438300e-03,8.226360e-02,3.023380e-04,500
-4.800000e-02,1.477900e-03,7.874200e-02,1.020180e-03,500
-4.800000e-02,1.513000e-03,8.664440e-02,-1.239110e-03,500
-4.800000e-02,1.515900e-03,8.336210e-02,0.000000e+00,500
-4.800000e-02,1.530000e-03,7.765680e-02,-2.605180e-04,500
-4.800000e-02,1.578900e-03,7.787830e-02,1.023530e-03,500
-4.800000e-02,1.625800e-03,8.095750e-02,2.025590e-04,500
-4.800000e-02,1.640000e-03,7.671890e-02,-2.530750e-04,500
-4.800000e-02,1.680000e-03,7.713870e-02,8.322310e-04,500
-4.800000e-02,1.700300e-03,8.176370e-02,0.000000e+00,500
-4.800000e-02,1.731400e-03,8.507620e-02,-1.359610e-03,500
-4.800000e-02,1.750000e-03,7.590010e-02,-2.381880e-04,500
-4.800000e-02,1.781100e-03,7.592580e-02,8.042200e-04,500
-4.800000e-02,1.813300e-03,7.966860e-02,9.527760e-05,500
-4.800000e-02,1.860000e-03,7.494740e-02,-2.381880e-04,500
-4.800000e-02,1.882100e-03,7.529050e-02,7.344990e-04,500
-4.800000e-02,1.884800e-03,7.994750e-02,0.000000e+00,500
-4.800000e-02,1.949800e-03,8.320050e-02,-1.372080e-03,500
-4.800000e-02,1.970000e-03,7.395740e-02,-2.307450e-04,500
-4.800000e-02,1.983200e-03,7.376040e-02,5.579750e-04,500
-4.800000e-02,2.000800e-03,7.814040e-02,3.300960e-05,500
-4.800000e-02,2.069200e-03,7.797710e-02,0.000000e+00,500
-4.800000e-02,2.080000e-03,7.291530e-02,-2.381880e-04,500
-4.800000e-02,2.084200e-03,7.284060e-02,4.775440e-04,500
-4.800000e-02,2.168300e-03,8.074470e-02,-1.250740e-03,500
-4.800000e-02,2.185300e-03,7.181240e-02,3.261850e-04,500
-4.800000e-02,2.188300e-03,7.619810e-02,4.651350e-05,500
-4.800000e-02,2.190000e-03,7.179880e-02,-2.530750e-04,500
-4.800000e-02,2.253600e-03,7.585870e-02,0.000000e+00,500
-4.800000e-02,2.286300e-03,7.083680e-02,2.454030e-04,500
-4.800000e-02,2.300000e-03,7.067490e-02,-2.679620e-04,500
-4.800000e-02,2.375800e-03,7.396240e-02,1.935560e-04,500
-4.800000e-02,2.386700e-03,7.785340e-02,-1.247420e-03,500
-4.800000e-02,2.387400e-03,6.997480e-02,2.522480e-04,500
-4.800000e-02,2.410000e-03,6.953600e-02,-2.456320e-04,500
-4.800000e-02,2.438100e-03,7.405830e-02,0.000000e+00,500
-4.800000e-02,2.488400e-03,6.893070e-02,4.339660e-04,500
-4.800000e-02,2.520000e-03,6.843440e-02,-2.233010e-04,500
-4.800000e-02,2.563300e-03,7.161580e-02,3.428490e-04,500
-4.800000e-02,2.589500e-03,6.779920e-02,5.730660e-04,500
-4.800000e-02,2.605100e-03,7.512420e-02,-1.193400e-03,500
-4.800000e-02,2.622500e-03,7.221050e-02,0.000000e+00,500
-4.800000e-02,2.630000e-03,6.696810e-02,-1.935280e-04,500
-4.800000e-02,2.690500e-03,6.662240e-02,6.536410e-04,500
-4.800000e-02,2.740000e-03,6.557620e-02,-1.637540e-04,500
-4.800000e-02,2.750800e-03,6.940710e-02,8.927590e-05,500
-4.800000e-02,2.791600e-03,6.549170e-02,7.807550e-04,500
-4.800000e-02,2.806900e-03,6.964890e-02,0.000000e+00,500
-4.800000e-02,2.823500e-03,7.245740e-02,-1.087850e-03,500
-4.800000e-02,2.850000e-03,6.414700e-02,-1.488680e-04,500
-4.800000e-02,2.892600e-03,6.432010e-02,9.760530e-04,500
-4.800000e-02,2.938300e-03,6.707240e-02,-3.300960e-05,500
-4.800000e-02,2.950000e-03,6.266580e-02,-1.488680e-04,500
-4.800000e-02,2.991400e-03,6.668580e-02,0.000000e+00,500
-4.800000e-02,2.993700e-03,6.307410e-02,1.074480e-03,500
-4.800000e-02,3.042000e-03,6.917300e-02,-1.052950e-03,500
-4.800000e-02,3.060000e-03,6.111010e-02,-1.488680e-04,500
-4.800000e-02,3.094700e-03,6.163020e-02,9.886290e-04,500
-4.800000e-02,3.125800e-03,6.405960e-02,8.327410e-05,500
-4.800000e-02,3.170000e-03,5.951730e-02,-1.414240e-04,500
-4.800000e-02,3.175800e-03,6.378640e-02,0.000000e+00,500
-4.800000e-02,3.195800e-03,5.965020e-02,7.050040e-04,500
-4.800000e-02,3.260400e-03,6.544080e-02,-9.374330e-04,500
-4.800000e-02,3.280000e-03,5.786480e-02,-1.265370e-04,500
-4.800000e-02,3.296800e-03,5.812650e-02,4.225080e-04,500
-4.800000e-02,3.313300e-03,6.095740e-02,3.375980e-05,500
-4.800000e-02,3.360300e-03,6.131180e-02,0.000000e+00,500
-4.800000e-02,3.390000e-03,5.613800e-02,-1.265370e-04,500
-4.800000e-02,3.397900e-03,5.627860e-02,1.667910e-04,500
-4.800000e-02,3.478800e-03,6.178580e-02,-8.992040e-04,500
-4.800000e-02,3.498900e-03,5.470490e-02,1.146410e-04,500
-4.800000e-02,3.500000e-03,5.437390e-02,-1.190940e-04,500
-4.800000e-02,3.500800e-03,5.823860e-02,-2.550740e-05,500
-4.800000e-02,3.544700e-03,5.821240e-02,0.000000e+00,500
-4.800000e-02,3.600000e-03,5.321700e-02,1.686800e-04,500
-4.800000e-02,3.610000e-03,5.255030e-02,-1.116510e-04,500
-4.800000e-02,3.688300e-03,5.503070e-02,-4.126200e-05,500
-4.800000e-02,3.697300e-03,5.772860e-02,-8.983730e-04,500
-4.800000e-02,3.701100e-03,5.151150e-02,3.114970e-04,500
-4.800000e-02,3.720000e-03,5.070430e-02,-1.042070e-04,500
-4.800000e-02,3.729100e-03,5.456010e-02,0.000000e+00,500
-4.800000e-02,3.802100e-03,4.982550e-02,4.572280e-04,500
-4.800000e-02,3.830000e-03,4.875410e-02,-1.116510e-04,500
-4.800000e-02,3.875800e-03,5.122190e-02,4.726370e-05,500
-4.800000e-02,3.903200e-03,4.810650e-02,6.929270e-04,500
-4.800000e-02,3.913600e-03,5.132840e-02,0.000000e+00,500
-4.800000e-02,3.915700e-03,5.339960e-02,-8.601440e-04,500
-4.800000e-02,3.940000e-03,4.687100e-02,-1.042070e-04,500
-4.800000e-02,4.004200e-03,4.640310e-02,8.706970e-04,500
-4.800000e-02,4.050000e-03,4.472730e-02,-1.116510e-04,500
-4.800000e-02,4.063300e-03,4.771760e-02,9.002610e-05,500
-4.800000e-02,4.098000e-03,4.796590e-02,0.000000e+00,500
-4.800000e-02,4.105300e-03,4.466960e-02,7.889570e-04,500
-4.800000e-02,4.134100e-03,4.912630e-02,-7.537690e-04,500
-4.800000e-02,4.160000e-03,4.263570e-02,-1.042070e-04,500
-4.800000e-02,4.206300e-03,4.209820e-02,3.534790e-04,500
-4.800000e-02,4.250800e-03,4.380670e-02,3.000870e-06,500
-4.800000e-02,4.270000e-03,4.048450e-02,-1.042070e-04,500
-4.800000e-02,4.282400e-03,4.387030e-02,0.000000e+00,500
-4.800000e-02,4.307400e-03,4.016020e-02,-1.022480e-04,500
-4.800000e-02,4.352600e-03,4.426710e-02,-6.748180e-04,500
-4.800000e-02,4.380000e-03,3.826640e-02,-9.676390e-05,500
-4.800000e-02,4.408400e-03,3.798030e-02,-1.291150e-04,500
-4.800000e-02,4.438300e-03,3.965650e-02,8.852570e-05,500
-4.800000e-02,4.466900e-03,3.999670e-02,0.000000e+00,500
-4.800000e-02,4.490000e-03,3.596640e-02,-8.187720e-05,500
-4.800000e-02,4.509500e-03,3.607330e-02,8.428710e-05,500
-4.800000e-02,4.571000e-03,3.929740e-02,-5.094380e-04,500
-4.800000e-02,4.600000e-03,3.361430e-02,-7.443380e-05,500
-4.800000e-02,4.610500e-03,3.396400e-02,2.959180e-04,500
-4.800000e-02,4.625800e-03,3.572390e-02,1.312880e-04,500
-4.800000e-02,4.651300e-03,3.602440e-02,0.000000e+00,500
-4.800000e-02,4.710000e-03,3.120260e-02,-7.443380e-05,500
-4.800000e-02,4.711600e-03,3.172760e-02,5.288300e-04,500
-4.800000e-02,4.789400e-03,3.403590e-02,-4.063870e-04,500
-4.800000e-02,4.812600e-03,2.966610e-02,7.051400e-04,500
-4.800000e-02,4.813400e-03,3.123230e-02,9.152650e-05,500
-4.800000e-02,4.820000e-03,2.876120e-02,-5.954700e-05,500
-4.800000e-02,4.835800e-03,3.154450e-02,0.000000e+00,500
-4.800000e-02,4.913700e-03,2.758290e-02,7.787040e-04,500
-4.800000e-02,4.920000e-03,2.627510e-02,-5.210370e-05,500
-4.800000e-02,5.000900e-03,2.658620e-02,2.475720e-05,500
-4.800000e-02,5.007800e-03,2.843130e-02,-4.130350e-04,500
-4.800000e-02,5.014700e-03,2.464290e-02,2.415420e-04,500
-4.800000e-02,5.020200e-03,2.730710e-02,0.000000e+00,500
-4.800000e-02,5.030000e-03,2.373690e-02,-4.466030e-05,500
-4.800000e-02,5.115800e-03,2.237780e-02,-9.814130e-05,500
-4.800000e-02,5.140000e-03,2.107960e-02,-4.466030e-05,500
-4.800000e-02,5.188400e-03,2.178110e-02,3.075890e-05,500
